Frequent Itemsets and Support
k=1
bread,55.0
"shampoo, cheese, soap",10.0
"cheese, soap, cereals",5.0
"bread, butter, mouthwash",10.0
"mouthwash, toothpaste, cheese",15.0
"mouthwash, honey, butter",5.0
"mouthwash, honey, toothpaste",5.0
"mouthwash, honey, cheese",5.0
"bread, honey, mouthwash",5.0
"bread, toothpaste, mouthwash",15.0
"bread, cheese, mouthwash",15.0
"mouthwash, butter, toothpaste",5.0
"mouthwash, butter, cheese",10.0
"honey, gel, soap",10.0
"butter, gel, cereals",5.0
"butter, soap, cereals",5.0
"bread, honey, soap",5.0
"bread, butter, soap",15.0
"bread, gel, soap",10.0
"bread, soap, cereals",5.0
"bread, butter, gel",10.0
"butter, gel, soap",10.0
"honey, butter, soap",5.0
"gel, soap, cereals",10.0
"honey, butter, gel",5.0
"honey, cheesse, cereals",5.0
"shampoo, milk, cheesse",5.0
"yogurt, gel, cereals",5.0
"cheesse, gel, cereals",5.0
"honey, cheesse, gel",5.0
"honey, gel, yogurt",5.0
"yogurt, cheesse, cereals",5.0
"shampoo, cheesse, gel",5.0
"shampoo, honey, yogurt",5.0
"milk, gel, yogurt",5.0
"shampoo, cheesse, yogurt",5.0
"shampoo, gel, yogurt",5.0
"milk, cheesse, gel",5.0
"milk, cheesse, cereals",5.0
"shampoo, cheesse, cereals",5.0
"shampoo, honey, cheesse",5.0
"honey, cheesse, yogurt",5.0
"shampoo, milk, yogurt",5.0
"cheesse, gel, yogurt",5.0
"shampoo, yogurt, cereals",5.0
"honey, milk, cheesse",5.0
"milk, cheesse, yogurt",5.0
"bread, razor, yogurt",5.0
"razor, cheese, yogurt",5.0
"razor, honey, yogurt",5.0
"bread, butter, razor",15.0
"razor, butter, cheese",10.0
"razor, butter, yogurt",5.0
"razor, honey, butter",5.0
"butter, cookies, chips",5.0
"cookies, chips, cereals",5.0
"butter, chips, cereals",5.0
"butter, cookies, cereals",5.0
"cheese, cerals, yogurt",5.0
"cheese, cerals, chips",5.0
"cheese, cookies, chips",5.0
"cookies, cerals, chips",5.0
"cheese, cookies, cerals",5.0
"cerals, chips, yogurt",5.0
"yogurt, cookies, chips",5.0
"cheese, cookies, yogurt",5.0
"cheese, chips, yogurt",5.0
"cookies, cerals, yogurt",5.0
"brush, cookies, gel",10.0
"shampoo, toothpaste, soap",10.0
"brush, gel, soap",5.0
"toothpaste, gel, chips",5.0
"shampoo, cookies, soap",5.0
"cookies, soap, chips",5.0
"toothpaste, cookies, soap",5.0
"shampoo, brush, gel",15.0
"shampoo, brush, chips",5.0
"shampoo, gel, chips",5.0
"brush, soap, chips",5.0
"toothpaste, gel, soap",5.0
"toothpaste, soap, chips",5.0
"shampoo, cookies, chips",5.0
"shampoo, brush, cookies",5.0
"gel, soap, chips",5.0
"shampoo, toothpaste, chips",5.0
"toothpaste, cookies, gel",10.0
"shampoo, brush, soap",5.0
"shampoo, cookies, gel",10.0
"shampoo, toothpaste, brush",15.0
"cookies, gel, soap",5.0
"toothpaste, cookies, chips",5.0
"brush, cookies, soap",5.0
"shampoo, toothpaste, gel",15.0
"cookies, gel, chips",5.0
"shampoo, soap, chips",5.0
"soap, toothpaste, brush",5.0
"shampoo, toothpaste, cookies",5.0
"shampoo, gel, soap",15.0
"toothpaste, cookies, brush",10.0
"toothpaste, brush, chips",5.0
"toothpaste, gel, brush",20.0
"brush, cookies, chips",5.0
"brush, gel, chips",5.0
"razor, milk, cookies",10.0
"mouthwash, cookies, razor",5.0
"milk, cookies, brush",5.0
"mouthwash, milk, gel",5.0
"razor, brush, gel",10.0
"razor, milk, toothpaste",5.0
"milk, gel, toothpaste",5.0
"mouthwash, toothpaste, razor",10.0
"milk, cookies, gel",10.0
"mouthwash, toothpaste, cookies",10.0
"mouthwash, milk, toothpaste",10.0
"mouthwash, toothpaste, gel",15.0
"mouthwash, milk, cookies",10.0
"razor, cookies, gel",10.0
"mouthwash, cookies, gel",5.0
"milk, cookies, toothpaste",10.0
"razor, toothpaste, gel",10.0
"razor, milk, brush",5.0
"razor, brush, cookies",5.0
"razor, mouthwash, gel",10.0
"mouthwash, toothpaste, brush",15.0
"razor, brush, mouthwash",10.0
"razor, toothpaste, brush",10.0
"mouthwash, brush, gel",15.0
"mouthwash, brush, cookies",5.0
"milk, gel, brush",5.0
"razor, toothpaste, cookies",5.0
"razor, milk, mouthwash",5.0
"mouthwash, milk, brush",5.0
"razor, butter, gel",5.0
"bread, soap, razor",10.0
"bread, shampoo, soap",5.0
"bread, shampoo, butter",5.0
"razor, butter, soap",10.0
"shampoo, butter, soap",5.0
"shampoo, butter, razor",5.0
"razor, gel, soap",5.0
"shampoo, butter, gel",5.0
"shampoo, soap, razor",5.0
"brush, gel, cheese",5.0
"bread, mouthwash, gel",5.0
"toothpaste, gel, cheese",5.0
"shampoo, cheese, mouthwash",10.0
"bread, shampoo, toothpaste",5.0
"bread, shampoo, brush",5.0
"bread, brush, mouthwash",5.0
"shampoo, brush, mouthwash",10.0
"bread, shampoo, mouthwash",5.0
"shampoo, toothpaste, cheese",10.0
"bread, brush, gel",5.0
"shampoo, brush, cheese",5.0
"mouthwash, cheese, gel",5.0
"bread, toothpaste, gel",5.0
"shampoo, mouthwash, gel",10.0
"mouthwash, brush, cheese",5.0
"mouthwash, shampoo, toothpaste",15.0
"mouthwash, soap, yogurt",5.0
"shampoo, mouthwash, soap",5.0
"shampoo, toothpaste, yogurt",5.0
"soap, toothpaste, cheese",5.0
"cheese, soap, yogurt",5.0
"toothpaste, soap, yogurt",5.0
"mouthwash, toothpaste, yogurt",5.0
"shampoo, cheese, yogurt",5.0
"shampoo, soap, yogurt",5.0
"shampoo, mouthwash, yogurt",5.0
"mouthwash, cheese, soap",10.0
"mouthwash, toothpaste, soap",5.0
"mouthwash, cheese, yogurt",5.0
"mouthwash, butter, soap",5.0
"razor, cheese, mouthwash",5.0
"soap, butter, cheese",5.0
"razor, mouthwash, soap",5.0
"bread, mouthwash, soap",5.0
"mouthwash, butter, razor",5.0
"bread, mouthwash, razor",5.0
"bread, cheese, soap",5.0
"razor, cheese, soap",5.0
"milk, gel, soap",5.0
"shampoo, toothpaste, razor",5.0
"shampoo, mouthwash, razor",5.0
"shampoo, brush, razor",5.0
"shampoo, cookies, razor",5.0
"bread, shampoo, cookies",5.0
"shampoo, cookies, cereals",5.0
"bread, cookies, cereals",5.0
"razor, cookies, cereals",5.0
"shampoo, milk, cookies",5.0
"bread, milk, cookies",10.0
"cookies, gel, cereals",5.0
"bread, cookies, gel",5.0
"milk, cookies, cereals",5.0
"bread, cookies, razor",5.0
"bread, toothpaste, cookies",5.0
"bread, milk, mouthwash",5.0
"bread, mouthwash, cookies",5.0
k=4
"bread, honey, toothpaste, cereals",5.0
"honey, milk, cereals, yogurt",10.0
"bread, brush, cheese, toothpaste",10.0
"honey, toothpaste, cereals, yogurt",5.0
"honey, milk, butter, yogurt",5.0
"bread, honey, toothpaste, yogurt",5.0
"brush, butter, toothpaste, yogurt",5.0
"honey, milk, brush, toothpaste",5.0
"butter, toothpaste, yogurt, cereals",5.0
"honey, cheese, brush, yogurt",5.0
"bread, honey, milk, yogurt",5.0
"bread, milk, brush, yogurt",5.0
"bread, butter, cheese, yogurt",10.0
"milk, butter, cereals, yogurt",5.0
"cheese, brush, yogurt, cereals",5.0
"honey, cheese, milk, butter",10.0
"bread, honey, milk, toothpaste",5.0
"bread, brush, cheese, yogurt",5.0
"bread, honey, cheese, yogurt",10.0
"honey, milk, brush, yogurt",5.0
"bread, honey, milk, butter",10.0
"bread, brush, cereals, yogurt",5.0
"bread, butter, cereals, yogurt",5.0
"cheese, brush, milk, toothpaste",5.0
"honey, cheese, milk, yogurt",5.0
"honey, milk, cheese, cereals",15.0
"bread, brush, cheese, cereals",5.0
"cheese, milk, cereals, yogurt",5.0
"bread, butter, toothpaste, cereals",5.0
"honey, milk, butter, toothpaste",5.0
"bread, milk, cheese, toothpaste",5.0
"bread, butter, cheese, toothpaste",10.0
"bread, cheese, cereals, yogurt",5.0
"cheese, butter, toothpaste, cereals",5.0
"bread, toothpaste, cereals, yogurt",5.0
"bread, honey, brush, cereals",5.0
"bread, milk, butter, yogurt",5.0
"butter, milk, brush, cheese",5.0
"milk, butter, toothpaste, yogurt",5.0
"bread, honey, milk, cereals",10.0
"bread, honey, butter, cheese",20.0
"bread, brush, toothpaste, yogurt",5.0
"cheese, milk, toothpaste, cereals",5.0
"bread, butter, toothpaste, yogurt",5.0
"bread, honey, cheese, toothpaste",10.0
"cheese, butter, yogurt, cereals",5.0
"honey, butter, cheese, yogurt",10.0
"cheese, milk, brush, cereals",5.0
"bread, milk, cereals, yogurt",5.0
"honey, cheese, brush, toothpaste",5.0
"bread, milk, butter, toothpaste",5.0
"honey, butter, cheese, toothpaste",10.0
"butter, brush, cheese, cereals",5.0
"cheese, milk, toothpaste, yogurt",5.0
"bread, milk, brush, toothpaste",5.0
"bread, butter, cheese, cereals",5.0
"butter, milk, cheese, toothpaste",5.0
"bread, cheese, toothpaste, yogurt",5.0
"honey, butter, brush, yogurt",5.0
"bread, honey, cereals, yogurt",5.0
"butter, brush, cereals, yogurt",5.0
"honey, butter, brush, toothpaste",5.0
"butter, brush, cheese, yogurt",5.0
"bread, honey, brush, yogurt",5.0
"milk, brush, cereals, yogurt",5.0
"honey, butter, milk, brush",5.0
"cheese, milk, butter, yogurt",5.0
"honey, cheese, brush, cereals",5.0
"honey, butter, cheese, cereals",5.0
"bread, milk, butter, cheese",10.0
"honey, cheese, toothpaste, cereals",5.0
"honey, cheese, cereals, yogurt",5.0
"brush, milk, toothpaste, cereals",5.0
"bread, cheese, toothpaste, cereals",5.0
"honey, cheese, milk, toothpaste",5.0
"cheese, milk, butter, cereals",5.0
"bread, brush, cheese, milk",5.0
"bread, honey, brush, butter",5.0
"honey, butter, brush, cereals",5.0
"honey, butter, toothpaste, cereals",5.0
"brush, milk, toothpaste, yogurt",5.0
"bread, honey, brush, toothpaste",5.0
"milk, toothpaste, cereals, yogurt",5.0
"bread, honey, butter, cereals",10.0
"bread, butter, milk, brush",5.0
"honey, cheese, toothpaste, yogurt",5.0
"brush, toothpaste, cereals, yogurt",5.0
"bread, honey, milk, brush",5.0
"honey, milk, toothpaste, yogurt",5.0
"butter, brush, cheese, toothpaste",5.0
"bread, brush, butter, toothpaste",5.0
"honey, milk, brush, cereals",5.0
"bread, brush, cheese, butter",5.0
"honey, cheese, brush, milk",5.0
"brush, cheese, toothpaste, yogurt",5.0
"cheese, toothpaste, yogurt, cereals",5.0
"honey, brush, toothpaste, cereals",5.0
"honey, butter, cereals, yogurt",5.0
"honey, brush, cereals, yogurt",5.0
"bread, milk, toothpaste, cereals",5.0
"brush, cheese, toothpaste, cereals",5.0
"butter, milk, brush, toothpaste",5.0
"bread, honey, brush, cheese",5.0
"honey, milk, toothpaste, cereals",5.0
"honey, milk, butter, cereals",5.0
"bread, cheese, milk, cereals",10.0
"bread, brush, butter, cereals",5.0
"butter, milk, brush, yogurt",5.0
"brush, butter, toothpaste, cereals",5.0
"bread, honey, cheese, cereals",10.0
"bread, cheese, milk, yogurt",5.0
"honey, cheese, brush, butter",5.0
"butter, cheese, toothpaste, yogurt",5.0
"bread, milk, toothpaste, yogurt",5.0
"honey, butter, toothpaste, yogurt",5.0
"bread, milk, butter, cereals",5.0
"milk, butter, toothpaste, cereals",5.0
"honey, brush, toothpaste, yogurt",5.0
"bread, honey, butter, toothpaste",10.0
"butter, milk, brush, cereals",5.0
"bread, brush, toothpaste, cereals",5.0
"bread, milk, brush, cereals",5.0
"bread, butter, brush, yogurt",5.0
"bread, honey, butter, yogurt",10.0
"bread, honey, cheese, milk",15.0
"cheese, milk, brush, yogurt",5.0
"honey, milk, shampoo, cereals",20.0
"razor, shampoo, gel, cereals",10.0
"razor, honey, bread, gel",5.0
"bread, honey, gel, cereals",10.0
"bread, milk, shampoo, cereals",10.0
"razor, honey, milk, cereals",5.0
"bread, shampoo, gel, cereals",10.0
"razor, bread, cheese, gel",5.0
"bread, honey, cheese, shampoo",5.0
"razor, cheese, milk, cereals",5.0
"bread, razor, milk, cheese",5.0
"razor, honey, milk, shampoo",5.0
"bread, milk, cheese, shampoo",5.0
"razor, milk, shampoo, gel",10.0
"razor, milk, cheese, gel",5.0
"bread, honey, milk, shampoo",5.0
"bread, milk, gel, cereals",10.0
"bread, razor, milk, gel",10.0
"razor, honey, shampoo, gel",5.0
"razor, cheese, shampoo, cereals",5.0
"razor, honey, cheese, cereals",5.0
"bread, cheese, shampoo, cereals",5.0
"razor, cheese, shampoo, gel",5.0
"razor, honey, milk, gel",5.0
"honey, cheese, shampoo, cereals",10.0
"razor, honey, cheese, shampoo",5.0
"bread, razor, milk, cereals",10.0
"honey, milk, gel, cereals",15.0
"razor, honey, gel, cereals",5.0
"bread, razor, shampoo, cereals",10.0
"milk, shampoo, gel, cereals",20.0
"razor, milk, gel, cereals",10.0
"cheese, milk, shampoo, gel",5.0
"bread, cheese, shampoo, gel",10.0
"razor, milk, cheese, shampoo",5.0
"cheese, milk, shampoo, cereals",10.0
"razor, honey, cheese, milk",5.0
"bread, honey, razor, cereals",5.0
"honey, milk, shampoo, gel",15.0
"bread, razor, honey, shampoo",5.0
"bread, razor, cheese, shampoo",5.0
"bread, honey, cheese, razor",10.0
"bread, honey, milk, razor",5.0
"honey, cheese, milk, gel",5.0
"honey, cheese, shampoo, gel",5.0
"bread, honey, cheese, gel",5.0
"honey, cheese, gel, cereals",5.0
"bread, milk, cheese, gel",5.0
"bread, razor, gel, cereals",10.0
"bread, honey, milk, gel",5.0
"bread, milk, shampoo, gel",10.0
"razor, honey, shampoo, cereals",5.0
"bread, razor, milk, shampoo",10.0
"bread, honey, shampoo, cereals",5.0
"honey, cheese, milk, shampoo",10.0
"bread, razor, shampoo, gel",15.0
"razor, cheese, gel, cereals",5.0
"razor, milk, shampoo, cereals",10.0
"cheese, shampoo, gel, cereals",5.0
"bread, cheese, gel, cereals",5.0
"honey, shampoo, gel, cereals",15.0
"cheese, milk, gel, cereals",5.0
"razor, honey, cheese, gel",5.0
"bread, honey, shampoo, gel",5.0
"bread, razor, cheese, cereals",5.0
"honey, milk, soap, cereals",10.0
"honey, shampoo, soap, cereals",10.0
"honey, cheese, soap, cereals",5.0
"milk, cheese, shampoo, soap",5.0
"milk, shampoo, soap, cereals",10.0
"cheese, shampoo, soap, cereals",5.0
"honey, cheese, milk, soap",5.0
"honey, milk, shampoo, soap",10.0
"cheese, milk, soap, cereals",5.0
"honey, cheese, shampoo, soap",5.0
"bread, honey, cheese, mouthwash",5.0
"mouthwash, honey, butter, cheese",5.0
"mouthwash, butter, cheese, toothpaste",5.0
"bread, mouthwash, butter, cheese",10.0
"mouthwash, honey, cheese, toothpaste",5.0
"bread, mouthwash, butter, toothpaste",5.0
"bread, mouthwash, cheese, toothpaste",10.0
"mouthwash, honey, butter, toothpaste",5.0
"bread, honey, butter, mouthwash",5.0
"bread, honey, mouthwash, toothpaste",5.0
"bread, honey, butter, gel",5.0
"bread, gel, soap, cereals",5.0
"butter, gel, soap, cereals",5.0
"bread, honey, gel, soap",5.0
"bread, butter, gel, cereals",5.0
"bread, honey, soap, cereals",5.0
"honey, butter, gel, soap",5.0
"bread, butter, soap, cereals",5.0
"bread, honey, butter, soap",5.0
"honey, butter, gel, cereals",5.0
"bread, butter, gel, soap",10.0
"honey, gel, soap, cereals",10.0
"honey, butter, soap, cereals",5.0
"cheesse, shampoo, cereals, yogurt",5.0
"milk, gel, cereals, yogurt",5.0
"honey, shampoo, gel, yogurt",5.0
"shampoo, yogurt, gel, cereals",5.0
"honey, milk, gel, yogurt",5.0
"honey, milk, shampoo, yogurt",5.0
"honey, cheesse, cereals, yogurt",5.0
"honey, shampoo, cereals, yogurt",5.0
"honey, milk, cheesse, gel",5.0
"milk, cheesse, gel, cereals",5.0
"honey, cheesse, gel, cereals",5.0
"milk, cheesse, cereals, yogurt",5.0
"milk, cheesse, shampoo, yogurt",5.0
"honey, gel, cereals, yogurt",5.0
"milk, cheesse, gel, yogurt",5.0
"milk, shampoo, gel, yogurt",5.0
"honey, milk, cheesse, shampoo",5.0
"cheesse, gel, cereals, yogurt",5.0
"milk, cheesse, shampoo, cereals",5.0
"milk, shampoo, cereals, yogurt",5.0
"honey, cheesse, shampoo, yogurt",5.0
"cheesse, shampoo, gel, yogurt",5.0
"honey, cheesse, shampoo, gel",5.0
"honey, cheesse, gel, yogurt",5.0
"honey, cheesse, shampoo, cereals",5.0
"cheesse, shampoo, gel, cereals",5.0
"honey, milk, cheesse, yogurt",5.0
"milk, cheesse, shampoo, gel",5.0
"honey, milk, cheesse, cereals",5.0
"razor, honey, butter, yogurt",5.0
"razor, butter, cheese, yogurt",5.0
"bread, razor, butter, cheese",10.0
"bread, honey, razor, yogurt",5.0
"razor, honey, butter, cheese",5.0
"bread, razor, cheese, yogurt",5.0
"razor, honey, cheese, yogurt",5.0
"bread, razor, butter, yogurt",5.0
"bread, honey, butter, razor",5.0
"butter, chips, cookies, cereals",5.0
"cheese, chips, cookies, yogurt",5.0
"cheese, cerals, chips, yogurt",5.0
"cheese, cerals, chips, cookies",5.0
"cheese, cerals, cookies, yogurt",5.0
"cerals, chips, cookies, yogurt",5.0
"brush, chips, shampoo, cookies",5.0
"brush, shampoo, gel, soap",5.0
"chips, toothpaste, cookies, gel",5.0
"brush, chips, toothpaste, gel",5.0
"brush, chips, cookies, gel",5.0
"chips, cookies, gel, soap",5.0
"chips, shampoo, cookies, gel",5.0
"brush, shampoo, toothpaste, gel",15.0
"brush, chips, cookies, soap",5.0
"shampoo, toothpaste, cookies, soap",5.0
"brush, chips, toothpaste, soap",5.0
"brush, chips, toothpaste, cookies",5.0
"chips, shampoo, cookies, soap",5.0
"shampoo, toothpaste, gel, soap",5.0
"brush, toothpaste, cookies, gel",10.0
"chips, shampoo, toothpaste, cookies",5.0
"brush, shampoo, toothpaste, cookies",5.0
"toothpaste, cookies, gel, soap",5.0
"brush, chips, shampoo, soap",5.0
"brush, shampoo, cookies, soap",5.0
"brush, toothpaste, cookies, soap",5.0
"brush, chips, shampoo, toothpaste",5.0
"brush, chips, shampoo, gel",5.0
"brush, chips, gel, soap",5.0
"chips, shampoo, toothpaste, gel",5.0
"brush, cookies, gel, soap",5.0
"brush, toothpaste, gel, soap",5.0
"chips, shampoo, toothpaste, soap",5.0
"chips, shampoo, gel, soap",5.0
"shampoo, toothpaste, cookies, gel",5.0
"shampoo, cookies, gel, soap",5.0
"chips, toothpaste, gel, soap",5.0
"brush, shampoo, cookies, gel",5.0
"brush, shampoo, toothpaste, soap",5.0
"chips, toothpaste, cookies, soap",5.0
"razor, mouthwash, brush, gel",10.0
"milk, toothpaste, cookies, gel",5.0
"brush, milk, cookies, gel",5.0
"razor, milk, toothpaste, gel",5.0
"mouthwash, milk, cookies, gel",5.0
"mouthwash, brush, toothpaste, gel",15.0
"razor, brush, toothpaste, gel",10.0
"milk, brush, toothpaste, cookies",5.0
"mouthwash, brush, cookies, gel",5.0
"mouthwash, toothpaste, cookies, gel",5.0
"razor, milk, brush, cookies",5.0
"mouthwash, milk, toothpaste, cookies",10.0
"razor, brush, cookies, gel",5.0
"razor, mouthwash, milk, cookies",5.0
"mouthwash, milk, brush, toothpaste",5.0
"razor, milk, toothpaste, cookies",5.0
"razor, mouthwash, milk, gel",5.0
"razor, brush, toothpaste, cookies",5.0
"mouthwash, razor, brush, toothpaste",10.0
"razor, toothpaste, cookies, gel",5.0
"mouthwash, razor, cookies, gel",5.0
"mouthwash, brush, toothpaste, cookies",5.0
"mouthwash, razor, toothpaste, gel",10.0
"razor, mouthwash, milk, brush",5.0
"mouthwash, milk, toothpaste, gel",5.0
"mouthwash, razor, toothpaste, cookies",5.0
"razor, milk, brush, gel",5.0
"razor, mouthwash, milk, toothpaste",5.0
"mouthwash, milk, brush, cookies",5.0
"milk, brush, toothpaste, gel",5.0
